date,ele_pro,ele,operating reserve,rate,emp,people_use,1核一#1(萬瓩),核一#2(萬瓩),2核二#1(萬瓩),核二#2(萬瓩),nuclear#1,核三#2,林口#1,4林口#2,linco#3,4台中#1,5台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,6興達#2,興達#3,興達#4,大林#1,7大林#2,和平#1,8和平#2,MyL#1,MyL#2,麥寮#3,汽電共生,big (#1-#6),Tone,興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,wind,sun
20211006,39916,37589,2327,6.19,425.601,359.563,0,0,-0.1,97.5,93.9,93.5,75.9,76,76.1,51.7,51.5,50.3,50.8,0,0,0,48.5,48,49,47.1,0,0,52.1,75.9,76.2,60.1,59.5,57,56.4,57.5,67.9,407,355.6,161.4,106.2,98.6,89.6,44.7,59.7,48.1,25.2,118.7,94.6,86.5,37.6,15.1,18.5,25.4,9.8,8.5,6.1,2.7,1.6,0.7,37.8,89.7,0.5,1.1,1.1,1.7,0.1,16.1,13.6,278.5
20211007,39332,37703,1629,4.32,428.062,361.642,0,0,-0.1,97.7,93.9,93.5,76.1,76.2,76.1,50.5,51.5,48.1,49.4,0,0,0,51.8,48.7,49.5,46.5,0,0,52,75.9,76.2,59.3,59.7,57,56.5,57.6,70.7,407,358.2,163,106.7,98.6,89.8,44.5,60.2,48.2,25.2,118.9,95.4,86.3,37.6,15.5,18.3,33.2,19.3,19.3,12.1,2.7,4,1.8,49.3,123.3,0.9,1.1,0.1,1.7,1,19.1,3.1,200.9
20211008,39454,37600,1854,4.93,426.954,360.705,0,0,-0.1,97.6,94,93.5,75.8,76,76.1,49.9,51.8,46.8,44.9,0,0,0,53,46.9,50.4,46.8,0,0,52,75.9,76,59.9,59.6,56.7,56.5,57.5,69.7,407.4,357.3,162.2,106.9,98.6,89.9,44.9,60.5,48.4,25.1,118.7,94.5,86.2,33.5,15.5,16.1,31.4,16.9,16.5,11,4.7,4.6,1.3,47.2,121.3,1.9,1.1,1.4,2.7,0.4,17.6,6.6,206
20211009,38544,33404,5140,15.39,394.845,333.579,0,0,-0.1,97.6,94.2,93.6,75.7,75.8,75.9,52.1,51.6,38.1,42.5,0,0,26.8,52.9,0,50.9,30.8,0,0,32.7,75.9,76.1,59.9,59.9,56.8,27.3,57.5,46.3,395.7,264.1,136.7,89.1,98.6,88.2,44.8,60.2,47.9,25.4,118.3,94.4,72.4,0,15.5,0,0,0.9,1.5,0.9,0.7,1.9,0.8,30.8,13.5,0.5,1,0,1.7,0,8.6,11,339
20211010,34556,30914,3642,11.78,369.242,311.948,0,0,-0.1,97.7,94.1,93.5,75.8,76,76,52.1,47,40.6,48.4,0,0,50.3,52.5,0,50.9,47.1,0,0,51.9,59.9,76.2,57.5,57.3,51.8,27.7,52.6,52.8,402.6,312.2,147.5,94.8,98.6,90.4,46.2,0,48,0,47.3,98.3,86.3,0,11.6,0,0,2.3,2.6,2,4.7,1.1,0.3,15,79.8,4.5,1,4,8,0.5,23.1,27.1,0
20211011,33434,30820,2614,8.48,364.966,308.336,0,0,-0.1,97.8,94.4,94,75.7,75.8,75.8,48.2,48.6,48.9,49.1,0,0,48.5,50.7,0,49.7,46.8,0,0,52.1,75.9,76.1,59.9,60.1,57,47.1,57.4,58.8,408,301.7,157.8,106.6,98.5,0,45.9,0,45.1,25,0,48.9,86.3,0,11.6,6.2,12.7,9.2,9.9,7.1,4,3.1,1.2,48.3,82.7,0,2.5,1.3,8,0.2,28.7,40.6,0.3
20211012,38428,36044,2384,6.61,407.807,344.529,0,0,-0.1,98,94.3,93.8,75.9,76,76,47.4,50,46.7,45.5,0,0,51.1,53.1,0,49.9,46.8,0,0,52,75.9,76.2,59.9,59.7,57,56.7,57.5,110,404.3,313.7,170.5,98,98.6,90,45.1,59.2,47.3,25.1,68.9,98.8,86.4,37.5,14.3,23.8,37.8,21.6,19,12.3,4.3,1.8,1,16.2,64.3,0,2.5,4.9,8,0.6,24.3,18.2,150.7
20211013,37921,35349,2572,7.28,408.713,345.295,0,0,-0.1,98.3,94,93.7,75.9,76.1,76.1,52.5,51.8,49.1,50.5,0,0,51.4,52.9,0,50.7,46.4,0,0,51.9,75.9,76.2,60.3,60.1,57,56.6,57.5,113.8,401.6,317.4,164.1,106.8,98.6,90.3,46.3,61,48.8,25.4,68.9,101.4,85.9,2,14.3,23.1,37.8,21.3,19.4,12.5,4.2,2.2,1,30.9,60.5,0,0,4.9,5.1,0.5,28.9,1.5,88
20211014,37734,34850,2884,8.27,404.148,341.439,0,0,-0.1,97.7,94,93.7,75.9,76,76,51.9,51.9,19,50.9,0,0,50.1,53,0,51.9,46.9,0,0,51.4,75.9,76.1,60.3,60.1,56.9,56.3,57.6,115.1,400.1,323.3,170.8,106.7,98.7,90,45.8,60.2,49.7,25.8,68.9,100.3,86.8,0,14.3,12.8,25.5,19.9,19.4,12.5,4.2,1.1,0.7,15.5,45.9,0,0,4.9,3.6,0.3,29.7,2.4,129
20211015,39149,36341,2808,7.73,408.426,345.053,0,0,-0.1,97.6,93.9,93.6,75.8,76.1,76,47.1,51.9,48.8,51.2,0,0,0,52.8,0,51,46.9,0,0,52,75.8,76,60.1,60.1,56.9,55.5,57.3,115.6,405.2,320.8,168.4,105,98.6,89.8,45.2,60.2,48.9,25.4,69,96.2,86,0,14.5,14.9,27.6,11.7,10.6,8.1,4.1,2.3,0.7,19.8,63.5,0,0,4.9,1.8,0.2,33.1,8.5,289
20211016,38048,32385,5663,17.49,378.575,319.833,0,0,-0.1,97.5,94,93.6,75.8,76,75.9,42.3,42.3,43.4,42.3,0,0,0,43.2,0,43.1,29.8,0,0,34.2,75.8,76.1,60.3,60.1,56.9,51.7,44.1,97.7,388.5,267,125.8,106.9,98.7,45.4,45.2,60.2,49,0,69,92.6,67.4,0,12,0,0,2,2.6,2,3.1,2.5,0.9,20.7,5.4,0,0,4.9,1.8,0,32.8,29.2,334.7
20211017,33855,27308,6547,23.97,326.655,275.97,0,0,-0.1,97.5,94.2,93.6,75.8,75.9,75.9,33.6,33.5,34,32.7,0,0,0,39,0,33.3,25.2,0,0,27.6,75.9,76.2,57.7,57.5,56.9,51.7,57.5,98.2,391.1,278.1,133.9,92.2,96.6,45.9,0,0,45,0,0,80.3,27,0,11.6,0.8,2,4.3,4,2.7,4,4.2,2.3,13,41.9,5.8,0,4.9,1.7,0,33.1,59.5,0
20211018,37985,32083,5902,18.4,361.46,305.373,0,0,-0.1,97.7,94.4,93.8,76.1,76.1,76.1,33,33,34.1,32.7,0,0,32,43.7,0,33.2,24.3,0,0,26.2,75.9,76.2,60.3,60.1,57,51.7,57.3,119,343.4,265.7,130.1,94.5,36.3,88,10.2,60.2,48.5,25.9,119.2,96.8,27.8,0,12.8,3.1,3.6,11.4,7.6,5.8,4,3.4,1,30.4,15.4,5.9,0,4.9,0,0.1,34,47.6,272.2
20211019,38272,32770,5502,16.79,373.903,315.887,0,0,-0.1,98,94.4,93.8,76.1,76.1,76.2,33,33.5,34.1,32.8,0,0,32,43.4,0,43.1,24,0,0,26.2,76,76.2,60.1,60.1,57.1,51.9,57.5,114.7,338.4,264.8,124.4,78.7,52.8,92.2,47.6,60.2,49.8,25.8,119.3,98.5,37.7,0,12.4,10.7,20.4,13.7,12.7,9.2,3,2,1,15,30.2,5.9,0,4.9,0,0.2,33,37.4,280
20211020,38324,33294,5030,15.11,379.511,320.623,0,0,-0.1,97.8,94.2,93.7,75.8,76,75.9,32.7,33,33.9,32.6,0,0,31.8,43.5,0,43,23.6,0,0,26,76.1,76.2,60.1,60,57,51.8,57.5,114.5,348.9,270.4,141.1,75.8,95.2,91.8,47.3,60.2,49.9,25.8,119.3,98.3,71.5,0,15.6,8,12.1,8.7,4.5,3.4,3,1.5,0.9,14.7,48.3,5.9,2.4,3.5,3.6,0.4,32.8,20.7,250
20211021,38850,32810,6040,18.41,375.9,317.574,0,0,-0.1,97.8,94.1,92.9,76.1,76,76.2,32.7,33.1,33.1,32.8,0,0,31.1,43.5,0,33.3,23,0,0,25.6,76,76.2,60.3,60.1,57.1,51.8,57.5,115.1,336.9,268.9,123.6,69.1,96.7,92,48.1,60.2,50.3,26,119.5,97.2,18.1,0,15.6,4,5.9,1.9,2.5,2.1,2,2.3,1.1,11.6,30.7,5.9,2.4,4.8,1.8,0.1,25.3,46.4,328
20211022,35137,31238,3899,12.48,362.104,305.917,0,0,-0.1,97.8,94.4,92.2,76,76.1,76.2,32.5,32.5,43.2,32,0,0,32.1,33.8,0,33.3,0,0,0,25.7,75.9,76.2,60.3,56.6,57.1,51.9,57.5,111.3,333.9,263.5,102.9,71.8,85.3,92,48.5,60.2,51.1,26.6,119.3,101.2,23.6,0,15.6,3.1,0,0.8,1.4,0.9,0.5,2.8,1.3,7.9,44,6,2.4,2,1.8,0.2,25.8,61,209.2
20211023,33201,28517,4684,16.42,337.445,285.086,0,0,-0.1,98.1,94.4,91.3,75.9,76,76.1,28,28.3,29.1,28.1,0,0,27.1,0,27.9,28.2,0,23.1,0,25.8,75.9,76.2,57.5,0,57,51.7,57.4,66.5,317,291.8,155,74.3,95.9,44.6,48.4,0,49.6,26.5,119.3,99.3,16.1,0,11.8,6.2,11.6,7.9,8,5.9,2,1.9,1.1,46.9,64.4,5.9,2.4,6.1,2.8,0.9,28.6,36.8,0.1
20211024,31984,26935,5049,18.75,316.464,267.36,0,0,-0.1,98,94.3,90.4,75.9,76,75.9,28.1,28.7,29.2,28.1,0,0,27.1,0,27.9,28.2,0,23.3,0,25.8,74.8,76.2,57.6,0,56.2,42.4,47.7,80.1,344.5,285.6,145.5,71.5,98.6,0,0,0,51.2,26.6,50.4,102.5,25.3,0,11.8,11.4,11.3,7.8,7.8,5.9,4,6.5,3,28.9,63.3,5.9,2.4,6.6,1.8,0.7,29.3,51.1,0
20211025,35729,31686,4043,12.76,354.653,299.623,0,0,-0.1,98.1,94.4,89.6,75.9,76,76,28.1,28.4,43.3,28.1,0,0,27.5,0,42.4,28.3,0,23.5,0,25.8,75.8,76,60.4,0,56.9,51.8,57.6,95.9,353.8,289.4,152.8,82.6,96.6,92.7,48.2,60,50.4,26.2,119.3,99.1,52.9,0,12.6,10.2,16.1,6.3,6.4,5.8,2,2.3,1.3,44.4,68.9,5.9,2.4,6.4,1.8,0.2,28.4,62,60.3
20211026,35792,32321,3471,10.74,370.496,313.008,0,0,-0.1,98.2,94.4,88.9,76,76,76.2,28.1,29.2,43.1,28,0,0,27.5,0,42.4,43,0,23.7,0,25.7,75.9,76.1,60.4,0,56.9,51.7,57.6,91,359.4,279.1,140.1,72.1,98.7,91.9,47.2,60,49.7,25.6,119,95.6,61.6,0,11.2,3,2.5,7.8,7.7,5.9,2,3.1,1.4,14.9,47.6,5.8,2.4,4,1.8,0.2,34.8,19.7,262
20211027,36221,32306,3915,12.12,370.319,312.858,0,0,-0.1,98.2,94.4,88.2,76.1,76.1,76.1,28.3,28.5,44,28,0,0,27.5,0,27.9,43.1,0,23.9,0,25.8,75.9,76,60.2,0,57,51.7,57.5,87.5,372.1,279.4,134.2,70.8,78.8,92,47.4,60,49.9,25.7,119.1,97.5,59.6,0,12.2,6.8,9.4,7.5,6.7,4.4,1.1,3.1,1.5,16,24.9,5.8,2.4,3.8,1.8,0.2,29.1,55.7,279
20211028,38642,31825,6817,21.42,367.096,310.135,0,0,-0.1,98.2,94.5,87.6,75.9,76.1,76.2,28.5,28.8,43.5,28.1,0,0,28,0,27.8,28.4,0,23.6,0,25.8,76.1,76.1,60.3,0,56.9,51.6,57.5,104.8,358.6,280.4,130.5,84.6,66.6,92,47.7,60,50.1,25.9,119.1,99.5,48.8,0,9.76,3,3.4,3.3,3.8,2.7,2.7,1.2,0.1,14.9,34.2,5.8,2.4,2.1,1.8,0.2,28.1,55.1,261
20211029,36669,31257,5412,17.31,360.773,304.793,0,0,-0.1,98.1,94.3,86.8,76.1,76.3,76.3,28.6,28.8,29.5,40.8,0,0,28.1,0,27.9,28.4,0,23.6,0,25.8,76.1,76.1,60.3,0,57,51.7,57.5,103.7,368.2,273.5,162.1,96.8,38.9,87,43.2,60.1,48.3,26,119.3,94.8,28.5,0,9.76,1.3,2.4,2.2,2.8,2.1,2.9,1.7,0.4,14.9,31,5.9,2.3,2,1.9,0.2,23.6,53.1,236.6
20211030,31941,28135,3806,13.53,336.078,283.93,0,0,-0.1,98.1,94.4,0,75.9,76.1,76,35.9,35.7,37.5,36.3,0,0,39.6,0,38.1,39.7,0,23.2,0,25.7,76,76.2,59.5,0,28,51.7,57.4,38.5,402.6,284.4,173.6,97.3,44.8,45.9,48.3,0,0,0,119.4,100.6,86.1,0,9.76,5.1,9.6,5.4,5.3,3.9,1.1,2.9,1,31.1,80,5.8,2.4,4.8,4,0.2,33.1,39.1,3.9
20211031,31688,27201,4487,16.5,315.892,266.877,0,0,-0.1,98.1,94.6,0,75.9,76.1,76,32.6,32.7,33,32.3,0,0,31.3,0,32.4,33.2,0,23.5,0,25.8,76,76.2,59.5,0,27.9,51.7,57.4,39.3,402.2,291.3,182.4,106.2,44.9,45.9,48,0,0,0,50.5,101.6,86.2,0,9.2,3.2,4.2,5.2,4.7,3.9,2.6,0.9,0.1,35.7,70.9,5.8,2.4,4.1,2.9,0.3,28,45.2,0.3
20211101,35005,31648,3357,10.61,381.004,311.525,0,0,-0.1,97.9,94.6,0,76,76.1,76.1,45.8,43.4,43,40.2,0,0,45.3,0,44.5,45.1,0,30.6,0,31.8,76.2,76.2,60.4,0,28,51.7,57.4,44.1,403,289,174.7,106.3,96.8,92.6,48.1,60.3,0,26,119.1,97.8,86.2,0,10.3,3.3,4.4,3.2,3.3,2,2.8,0.3,0,19.1,65.8,3.9,2.4,3.5,1.8,0.3,17.7,54.3,152.9
20211102,34776,31827,2949,9.27,389.852,318.76,0,0,-0.1,98.1,94.6,0,76,76.1,76.1,50.3,52,50.1,40.9,0,0,51.2,0,47.3,47.9,0,43.9,0,51.3,75.8,75.9,60.3,0,33,51.7,57.3,43.1,392.2,289.9,180.9,106.1,98.6,92.3,47.8,60.2,0,26.1,119.4,98.2,86.1,0,10.3,9.5,15.2,15,14.7,8.3,2.8,0.7,0,30.1,62.2,5.8,2.4,4.9,3.1,0.3,19.4,39.8,52.7
20211103,36321,32115,4206,13.1,394.276,322.377,0,0,-0.1,98.1,94.6,0,76.1,76.1,76.1,52,52,49.8,45.5,0,0,51.7,0,49.8,50.1,0,47.5,0,51.9,76,76.1,60.3,0,0,51.7,57.5,44.2,397.1,282.6,160.3,94.8,98.7,92,47.4,60.2,0,25.8,119.3,97.4,86.5,22.4,10.2,3.1,2.7,2.7,1.9,1,1,3.3,1.2,15.4,34.3,5.3,2.4,2.2,1.8,0.2,21.3,29.9,220.1
20211104,36217,32450,3767,11.61,398.277,325.649,0,0,-0.1,98.2,94.5,0,75.9,76.1,76,52.1,52,50.2,44.2,0,0,51.7,0,50.6,47.2,0,46,0,51,76.1,76.1,60.2,0,36.8,51.8,57.4,45.3,402.4,288.2,188.9,106.1,98.7,91.9,47.6,60.2,0,26,119.2,98.5,86.6,0,10.7,6.1,6.4,15.8,16,9.1,2.3,1.6,0.5,33.1,70.3,5,2.4,3.5,2,0.3,18.6,2.2,114.2
20211105,36120,33302,2818,8.46,402.597,329.181,0,0,-0.1,98,94.5,0,76,76.1,76.1,52.3,43.2,52.4,44.2,0,0,51.6,0,50.3,50.1,0,47.5,0,51.8,65,76.1,0,0,37.1,51.7,57.5,40.7,405.4,286.6,192.5,103.8,98.6,91.6,46.8,62.8,0,25.9,118.7,97.6,85.9,37.6,11.1,8.6,14.7,16,14.9,7.7,5.2,4.3,1.5,27.9,65.9,5.9,2.4,2.2,0.9,0.3,14.7,0.6,245.2
20211106,35347,29876,5471,18.31,378.295,309.311,0,0,-0.1,98.2,94.6,0,75.7,76,75.9,0,39.6,42,40.7,0,8.8,39.1,0,42.7,42.9,0,26.3,0,31.1,66.6,76.1,60.4,0,27.3,51.7,57.4,30.7,376,282.3,157.1,90.8,98.6,45.6,46.6,60.2,0,25.6,68.9,94.7,86.1,0,11,0,0,1.4,2,0.9,0,1.2,0.9,10.5,31.1,3.5,2.4,2.4,1.8,0.1,12.4,3,329.3
20211107,30861,28277,2584,9.14,353.232,288.817,0,0,-0.1,97.9,94.7,0,75.8,76.1,76.2,0,52.3,49.6,32.4,0,8.7,51.2,0,49.9,50.7,0,47.2,0,52.2,66.3,75.9,59,0,40.2,51.7,55.6,32.8,400.6,285.1,184.4,105.9,98.6,0,47.2,0,0,25.9,52.2,100,85.8,0,12.1,9.8,15,3,3,3.9,2,1.4,0.5,36.1,63.7,5.8,2.4,4.9,4,0.2,17.2,15.9,0.2
20211108,36624,31207,5417,17.36,381.686,312.083,0,0,-0.1,98,94.9,0,76,76,76.2,0,46,46.9,45.2,0,46,43.3,0,42.7,42.9,0,29.7,0,34,66.6,76.1,60.2,0,27.7,51.8,57.4,44.8,391.1,282.2,148.5,86.7,98.6,92,0,60.2,0,26.1,120.2,99.2,85.8,0,10.9,0,2.2,1.4,2,1.1,0,1.7,0.7,0.1,28.9,0.6,2.4,0,0,0.2,15.9,65.7,285.8
20211109,34155,30241,3914,12.94,372.583,304.64,0,0,-0.1,98.2,94.5,0,76,76.1,76.2,0,47.4,48.5,43.3,0,36.9,43.4,0,42.7,42.9,0,31.1,0,35.1,76.1,76.2,60.2,0,24.5,51.7,57.4,43.1,401.5,291.1,177.8,102.7,71.7,90.5,45.1,60.2,0,27,120.3,100.9,79.4,0,8.4,3.7,4.6,2.3,2.8,1.5,4,0.7,0.2,25,66.6,3.7,2.4,1.7,4,0.3,28.9,61.1,3.2
20211110,33811,30125,3686,12.23,372.727,304.758,0,0,-0.1,98.2,94.6,0,76,76.2,76.2,0,42.6,40.8,41.1,0,44,47,0,47.1,26.1,0,23.4,0,28.2,76,76.2,60,0,24.6,51.7,57.4,45.9,404.8,292.3,179.5,94.6,88.6,92,48.2,60.2,0,26.7,119.5,104.5,86.4,0,8.5,6.2,9.7,2.8,3.3,1.9,4,0.9,0.3,29.8,67.7,5.8,2.4,4.8,3.6,0.1,31.6,26.4,0.2
20211111,34089,30232,3857,12.76,372.84,304.851,0,0,-0.1,98.3,94.7,0,75.9,76.2,76.2,0,46,46.4,44.9,0,50.3,45.6,0,46.3,46.1,0,29.4,0,32.6,76.1,75.9,58.4,0,26.2,51.7,52.6,49.5,401.5,262,177.7,94.4,98.6,92,0,60.2,0,26.3,119.5,101.4,84.5,0,7.9,3.2,1.4,2.8,3.2,2,3.6,1,0.4,24.6,49.9,5.5,2.4,1.5,1.9,0.3,22.7,62.4,53.9
20211112,34264,29946,4318,14.42,373.83,305.659,0,0,-0.1,98.2,94.8,0,75.9,76.1,76.1,0,42.5,48,42.2,0,52.9,42,0,47.6,47.8,0,30.4,0,32.8,76.2,76.2,58.9,0,33.3,51.7,57.4,45.5,404,262.6,209.4,100.2,98.6,92,0,60.2,0,26.4,119.5,102.4,71.2,0,8.5,3.6,3,1.2,1.8,1.1,2.4,1.5,0.5,28,53.4,5,2.4,4.1,1.9,0.2,28.4,38.4,27.7
20211113,32410,27293,5117,18.75,347.959,284.506,0,0,-0.1,98.2,94.7,0,75.8,76.1,76.1,0,36,36.1,0,0,38,35.1,36.3,36.6,35.9,0,24.1,0,26.4,75.8,75.9,57.5,0,24.6,51.7,57.4,71.9,400.7,275.6,192,105.8,98.6,45.9,0,0,0,26.6,68.9,51.7,52.4,0,8.7,1.6,0.7,4.5,4,2.9,2,0.9,0.2,28.4,60.1,5.6,2.4,6.7,4,0.3,32.1,61.6,2.5
20211114,30894,26067,4827,18.52,323.675,264.651,0,0,-0.1,98.3,94.7,0,75.9,76.2,76.1,0,47.2,47.2,0,0,45.3,41.9,44.4,42.9,42.9,0,24,0,26.3,75.8,76,56.4,0,24.6,51.7,24.4,85,391.7,261.7,195.4,105.4,44.8,45.9,0,0,0,0,36.7,51.8,56,0,8.7,3.1,1.8,1.4,1.9,1.1,4,1.1,0.3,15.4,64,5.8,2.4,4.5,3.5,0.2,25,57.8,0.2
20211115,34260,30689,3571,11.64,367.991,300.886,0,0,-0.1,98.3,94.8,0,75.8,76.1,76,0,47.3,47.3,0,0,47.9,46.5,48.4,47.6,47.7,0,38.4,0,43.7,76,76.2,60.3,0,42.2,51.8,57.4,102,402.7,258.6,185.5,105.5,98.6,92,0,60.2,0,26.2,119.5,101.9,70.1,0,8.7,4.6,5.4,3.8,3.8,2.4,3,1.7,0.6,26.7,63,5.7,2.4,3,4,0.2,31.9,18.9,3.5
20211116,35096,31197,3899,12.5,383.947,313.932,0,0,-0.1,98.4,94.8,0,75.9,76.1,76.2,0,51.9,52.4,0,0,52.8,51.3,53.4,51.9,52.7,0,34.9,0,40.7,76,76.2,60.3,0,42.2,51.7,57.5,98.2,367.7,276.6,204.5,102.6,98.6,92.6,0,60.2,0,26.4,119.5,100.5,71.1,0,8.1,4.1,8.3,4.9,4.3,2.9,3,1.7,0.5,28.8,46.8,5.9,2.4,1.3,3.9,0.2,17.2,55,42.7
20211117,35310,31451,3859,12.27,386.959,316.394,0,0,-0.1,98.2,94.9,0,75.9,76.1,76.1,0,52.3,50.4,0,0,54,50.7,53,50.5,50.2,0,35.6,0,40.5,76,76.2,60.3,0,42.5,51.7,57.3,86.6,400.9,280.8,206.9,104.3,98.6,92,0,60.2,0,26.2,119.5,101.1,86.1,0,8.6,3.2,2.7,5.3,4.9,3.2,3,1.2,0.4,31.4,49.7,5.8,2.4,3.1,2.8,0.3,23.4,31.7,45.9
20211118,34746,31280,3466,11.08,385.332,315.065,0,0,-0.1,98.1,94.9,0,75.8,76.1,76,0,51.2,48.9,0,0,54,51.3,53.4,50.7,51.5,0,33.9,0,39.5,76.1,76.2,60.3,0,33,56.7,57.3,88.3,402.5,284.2,190.5,104.1,98.6,92,0,60.2,8.1,26.4,119.5,101.1,59.2,0,8.6,6.4,6.3,4.6,4.1,2.9,4,1.2,0.3,14.3,50.8,5.8,2.4,3.1,2.9,0.3,28.9,50.6,38.5
20211119,37044,31340,5704,18.2,386.256,315.819,0,0,-0.1,98,94.9,0,75.7,76,76,0,42.2,42.4,0,0,54.1,41,44,43,43.1,0,25.2,0,26.2,75.9,75.9,60.3,0,25.2,51.8,57.2,87.6,351.6,278.2,183.7,98.5,92.7,92,0,60.2,49.9,25.9,119.5,99.2,43.1,0,8,3.1,2.5,4.6,4,2.9,0.5,1.1,0.1,14.1,31.9,2.7,2.4,1.1,0,0.2,16.5,65.4,230.7
20211120,32372,28278,4094,14.48,359.089,293.606,0,0,-0.1,98.2,94.9,0,75.8,76.1,76,0,49.5,47.4,0,0,54,51.4,53.2,51.6,52.2,0,42,0,47.9,75.8,75.9,60.3,0,33,0,52.4,73.4,353.5,277.2,178.3,94.9,98.7,46.1,0,60.2,0,26.2,50.6,101.1,58.6,0,8.8,4.6,2.8,4,4.3,2.7,2,1.2,0.2,15.3,45.6,5.1,2.3,2.2,3.3,0.2,29,62.4,3.6
20211121,31360,27262,4098,15.03,339.96,277.967,0,0,-0.1,98.2,94.7,0,75.8,76,76,0,45.2,45.4,0,0,45.7,45.8,47,46.7,46.4,0,31,0,34.5,76,76.1,58,0,42.5,0,52.4,67.6,343.2,278.5,204.2,92.9,98.6,0,48,0,51.1,26.3,50.7,101.5,57,0,8.1,3.3,2.3,3.7,3.9,2.4,2,0.9,0.1,28.8,51,5.8,2.3,4.1,4,0,20.7,7.6,1.2
20211122,36938,30330,6608,21.79,372.282,304.394,0,0,-0.1,98.2,94.8,0,75.8,76.1,76.1,0,44.4,43.8,0,0,52.9,42,44.3,42.7,41,0,30.5,0,32.6,75.8,76,60.2,0,33,0,57.2,91.2,352.1,287.6,190.1,96.3,98.6,94,49.2,60.2,52.2,27,119.6,102.9,44,0,8.5,3.2,2.5,4.8,4.2,2.9,1,1.2,0.4,14.6,46.9,5.8,2.2,3.5,4,0.1,17,74.3,41.2
20211123,34242,30206,4036,13.36,371.638,303.867,0,0,-0.1,98.3,94.8,0,75.8,76.1,76.2,0,52,47.1,0,0,53,49.8,51.3,48,48.8,0,24,0,25.9,75.9,76,60.2,0,32.7,0,57.2,92.9,349.6,294.6,177.9,93.9,88.5,92.1,49.6,60.2,53,27.4,119.5,105.5,43.4,2,8.4,5,9,4.3,3.9,2.9,1,0.9,0.1,30.4,37.9,5,2.2,4.1,4,0.2,24.8,61.3,2.1
20211124,34321,30463,3858,12.67,374.916,306.548,0,0,-0.1,98.3,94.8,0,75.8,76.1,76.1,0,47.3,18.6,0,0,52.9,46.9,48.6,47.3,48,0,30.3,0,32.6,76,76.1,60.2,0,38.1,0,57.2,86.7,380.7,285.6,188.3,101.3,88.5,92,48.9,60.2,52,26.8,119.5,103.7,49.7,0,8.6,4,6.8,4.3,3.6,2.9,4,0.9,0.2,23.6,73.3,5.7,2.2,3.5,3.8,0.2,21.8,43.4,3.1
20211125,34715,30778,3937,12.79,377.769,308.88,0,0,-0.1,98.1,94.7,0,75.8,76.1,76.2,0,51.7,52.5,0,0,52.7,53,53,51.6,52.8,0,43.1,0,46.7,76.1,76.2,60.2,0,42.7,0,57.2,90,372.6,277.8,177.6,93.6,88.5,92,48.7,60,51.5,26.6,119.6,103.6,56.3,0,8.9,3.6,4.8,4,3.8,2.9,4,0.8,0.1,20.2,49.4,4,2.1,1.7,4.1,0.2,16.7,53.2,1.1
20211126,34263,30174,4089,13.55,375.746,307.226,0,0,-0.1,98.3,94.7,0,75.8,76.1,0,0,51.4,51.2,0,0,51.9,53,53,51.2,52.8,0,36.5,0,45.7,76,76,60.2,0,40.6,0,57.2,89.8,378.1,296.5,177.8,102.1,94.4,87.5,49.1,60,51.9,26.8,119.6,103.4,56.1,0,8.8,3.1,1.8,0.9,0.7,1.7,4,0.9,0.3,14.9,33.8,5.7,2.1,2.1,4.1,0.2,28,73.7,1.7
20211127,31417,27690,3727,13.46,347.48,284.115,0,0,-0.1,98.2,94.9,0,75.8,76.1,0,0,52.1,52,0,0,32.3,53.1,53.1,51.6,52.9,0,26.7,0,27.6,76,76,60.2,0,27.5,0,57.2,82.6,329.9,326.6,183.8,94.8,95.3,92,0,60,51.6,26.6,119.6,0,26.3,0,8.8,0,0,1.2,1.9,0.6,2,0.8,0.2,29.4,64,5.7,2.1,4.8,4,0.2,29.1,44.5,0.2
20211128,30156,26721,3435,12.86,331.508,271.056,0,0,-0.1,98.4,94.4,0,75.9,76,0,0,52,51.9,0,0,45.6,53.1,53.2,50.6,52.2,0,30.4,0,32.5,76,76.1,57.4,0,42.4,0,52.4,91.8,383.6,311.1,197.7,95.8,36.2,45.9,0,0,0,26.4,50.6,103.5,54.8,0,8.5,3,2.2,1.2,1.9,0.8,2,1.1,0.3,30,65.2,5.8,2.3,4,4,0.2,27.1,12.5,0.2
20211129,33850,31077,2773,8.92,372.877,304.881,0,0,-0.1,98.5,94.5,0,75.6,76.1,0,0,51.9,49.9,0,0,52.7,52.9,53.4,51.3,50.9,0,30.3,0,32.5,76.2,76.2,60.2,0,42.7,0,57.2,108.6,384.2,322,205.1,101.3,98.7,92,47.8,60,51.1,26.3,119.5,102.3,56.2,0,9.1,6.9,17,2.3,2.3,1.4,2,1.3,0.3,44.8,58.3,0,2.5,3.3,3.3,0.2,26.9,15.4,2.8
